ATLAS_ID,Nnondet_std,Nnondet_mean,magdet_std,DET_Nsince_min5d,NON_Nsince_min5d,log10_std_ra_min5d,log10_std_dec_min5d,DET_mag_median_min5d,ra,dec,rb_pix,z,photoz,ebv_sfd,log10_sep_arcsec,CV
1182252180290012900,10.797079377170618,3.076923076923077,0.3156754662624263,12,16,-3.878340016739056,-3.783369715899609,16.4895,275.71753,-29.00434,0.710189,,,0.35142896,0.1849454990412515,False
1141249020402140900,6.411338640088725,3.5,7.206530107990143,6,14,-3.9486116926227743,-4.2091578840305575,15.273,213.20457,-40.36044,0.429304,,,0.0913941,-0.1791472487841882,True
1100154731531536100,3.3260336739125176,1.5625,0.2342936814484471,9,4,-3.5012461335027005,-3.603192103027037,18.644,150.47864,53.26038,0.987679,0.03912,0.033514,0.013762891,-0.0303570122121274,False
1073242450393155300,1.632993161855452,0.6666666666666666,0.6422202559425054,8,22,-3.458251889486522,-3.637518471940005,15.295,113.17739,-39.53239,0.790553,,,0.7130047,,False
1181631180154537700,33.05478857320143,19.428571428571427,0.1484244236094919,4,10,-3.746803863789347,-3.82326629301618,18.769,274.13012,-15.76001,0.304698,,,4.517402,0.2044085583702847,False
1190213130004858600,4.358898943540674,2.5,0.3933017925207053,5,11,-3.940042294852092,-3.310682968075126,15.367,285.55482,-0.81705,0.250348,,,1.2881941,0.4413305006023724,False
1181725180253322700,8.070536885571524,3.523809523809524,0.4679325919073222,6,9,-4.521276175379595,-4.369170348120404,16.333,274.35472,-25.55709,0.208133,,,0.8195551,0.2369659053310625,False
1123048090441910000,0.0,0.0,0.2444836395344284,4,4,-3.036272043489098,-3.914502648978054,18.1515,187.7004,-44.31946,0.989827,,,0.079204775,,False
1004652651420141300,0.5773502691896258,0.3333333333333333,0.1847755395067221,4,4,-3.6647224652399735,-4.1836870085118685,18.9225,11.71943,42.02807,0.999773,,,0.13876349,0.7669148152499909,False
1063039861515142900,0.0,0.0,0.1126111355823332,8,0,-4.279208535349932,-4.286773417171683,17.6115,97.66618,51.86198,0.96335,0.035548,,0.10533232,0.792917839713251,False
1200358031105722100,0.0,0.0,0.2666577081828561,3,1,-4.154901960024226,-4.298153831218113,17.731,300.99182,10.95614,0.748063,,,0.13303243,1.0718177518409642,False
1162138621292119800,14.665628017963988,9.375,0.2087286325482313,6,26,-3.876914904130397,-4.284586366567313,19.158,245.41107,29.35575,0.208656,,0.25765,0.043108,0.5025849875815186,False
1052207200133826300,4.427188724235731,2.0,14.949466390699929,5,5,-3.7969855275246487,-3.766343968509128,18.168,80.52993,-13.64152,0.925959,0.056512,,0.121517695,0.1108354405863452,False
