ATLAS_ID,dayN,DET_mag_median,DET_N_total,NON_mag_median,NON_N_total,max_mag,max_mag_day,Nnondet_std,Nnondet_mean,magdet_std,DET_Nsince_min5d,NON_Nsince_min5d,log10_std_ra_min5d,log10_std_dec_min5d,DET_mag_median_min5d,ra,dec,rb_pix,z,photoz,ebv_sfd,log10_sep_arcsec,CV
1154137761372733500,3,,,19.415,32.0,18.779,-2.0,11.877148928369412,6.5,0.7702245451814691,4,24,-3.676512389959471,-3.4717540258195454,18.7965,235.4071,37.45902,0.982401,,,0.014544714,,False
1154137761372733500,4,19.112,5.0,19.57,35.0,18.779,-2.0,11.877148928369412,6.5,0.7702245451814691,4,24,-3.676512389959471,-3.4717540258195454,18.7965,235.4071,37.45902,0.982401,,,0.014544714,,False
1154137761372733500,5,,,19.065,39.0,18.779,-2.0,11.877148928369412,6.5,0.7702245451814691,4,24,-3.676512389959471,-3.4717540258195454,18.7965,235.4071,37.45902,0.982401,,,0.014544714,,False
1154137761372733500,6,19.405,6.0,19.54,46.0,18.779,-2.0,11.877148928369412,6.5,0.7702245451814691,4,24,-3.676512389959471,-3.4717540258195454,18.7965,235.4071,37.45902,0.982401,,,0.014544714,,False
1154137761372733500,8,,,19.44,54.0,18.779,-2.0,11.877148928369412,6.5,0.7702245451814691,4,24,-3.676512389959471,-3.4717540258195454,18.7965,235.4071,37.45902,0.982401,,,0.014544714,,False
1154137761372733500,10,19.175,9.0,19.615,60.0,18.779,-2.0,11.877148928369412,6.5,0.7702245451814691,4,24,-3.676512389959471,-3.4717540258195454,18.7965,235.4071,37.45902,0.982401,,,0.014544714,,False
1154137761372733500,12,18.882,10.0,19.56,63.0,18.779,-2.0,11.877148928369412,6.5,0.7702245451814691,4,24,-3.676512389959471,-3.4717540258195454,18.7965,235.4071,37.45902,0.982401,,,0.014544714,,False
1154137761372733500,13,19.342,11.0,19.34,66.0,18.779,-2.0,11.877148928369412,6.5,0.7702245451814691,4,24,-3.676512389959471,-3.4717540258195454,18.7965,235.4071,37.45902,0.982401,,,0.014544714,,False
1154137761372733500,14,18.871,12.0,19.45,73.0,18.779,-2.0,11.877148928369412,6.5,0.7702245451814691,4,24,-3.676512389959471,-3.4717540258195454,18.7965,235.4071,37.45902,0.982401,,,0.014544714,,False
1154137761372733500,15,,,19.61,77.0,18.779,-2.0,11.877148928369412,6.5,0.7702245451814691,4,24,-3.676512389959471,-3.4717540258195454,18.7965,235.4071,37.45902,0.982401,,,0.014544714,,False
1182417610122920000,2,,,19.0,11.0,19.144,-1.0,34.04618711607596,18.142857142857142,0.1326560177587842,5,7,-3.587839437569892,-3.729710141746909,19.16,276.07316,-12.48874,0.371172,,,12.438506,0.5842634950614505,False
1182417610122920000,3,,,18.96,15.0,19.144,-1.0,34.04618711607596,18.142857142857142,0.1326560177587842,5,7,-3.587839437569892,-3.729710141746909,19.16,276.07316,-12.48874,0.371172,,,12.438506,0.5842634950614505,False
1182417610122920000,4,,,19.07,19.0,19.144,-1.0,34.04618711607596,18.142857142857142,0.1326560177587842,5,7,-3.587839437569892,-3.729710141746909,19.16,276.07316,-12.48874,0.371172,,,12.438506,0.5842634950614505,False
1182417610122920000,6,,,19.05,23.0,19.144,-1.0,34.04618711607596,18.142857142857142,0.1326560177587842,5,7,-3.587839437569892,-3.729710141746909,19.16,276.07316,-12.48874,0.371172,,,12.438506,0.5842634950614505,False
1182417610122920000,8,,,18.82,25.0,19.144,-1.0,34.04618711607596,18.142857142857142,0.1326560177587842,5,7,-3.587839437569892,-3.729710141746909,19.16,276.07316,-12.48874,0.371172,,,12.438506,0.5842634950614505,False
1182417610122920000,9,18.857,7.0,19.045,27.0,18.857,9.0,34.04618711607596,18.142857142857142,0.1326560177587842,5,7,-3.587839437569892,-3.729710141746909,19.16,276.07316,-12.48874,0.371172,,,12.438506,0.5842634950614505,False
1182417610122920000,10,,,18.67,35.0,18.857,9.0,34.04618711607596,18.142857142857142,0.1326560177587842,5,7,-3.587839437569892,-3.729710141746909,19.16,276.07316,-12.48874,0.371172,,,12.438506,0.5842634950614505,False
1182417610122920000,12,,,18.525,39.0,18.857,9.0,34.04618711607596,18.142857142857142,0.1326560177587842,5,7,-3.587839437569892,-3.729710141746909,19.16,276.07316,-12.48874,0.371172,,,12.438506,0.5842634950614505,False
